05158000003216001;Zur Abtsküche
05158000003216002;Ahornstraße
05158000003216003;Akazienstraße
05158000003216004;Ernst-Moritz-Arndt-Straße
05158000003216005;Asbachtal
05158000003216006;Asternweg
05158000003216008;Am Anger
05158000003216010;Alte Bahn
05158000003216011;Am Höfgen
05158000003216015;Astrid-Lindgren-Weg
05158000003216020;Johann-Sebastian-Bach-Straße
05158000003216021;Bahnhofstraße
05158000003216022;Bartelsheide
05158000003216023;Bartelskamp
05158000003216024;Regerstraße
05158000003216025;Hinterm Berg
05158000003216026;Kollwitzstraße
05158000003216027;Bergische Straße
05158000003216028;Berliner Straße
05158000003216029;In den Bieerhöfen
05158000003216030;Birkenstraße
05158000003216031;Birkental
05158000003216032;Birther Straße
05158000003216033;Bismarckstraße
05158000003216034;Bleeker Weg
05158000003216035;Bleiberg
05158000003216036;Blumenstraße
05158000003216037;Hans-Böckler-Straße
05158000003216038;Von-Böttinger-Straße
05158000003216039;Bastersteichstraße
05158000003216040;Borkhorster Weg
05158000003216041;Borsigstraße
05158000003216042;Don-Bosco-Straße
05158000003216043;Bovenstraße
05158000003216044;Brahmsstraße
05158000003216045;Brandenbusch
05158000003216046;Am Brangenberg
05158000003216047;Brangenberger Straße
05158000003216048;Am Brassenhaus
05158000003216049;Brehmstraße
05158000003216050;Breslauer Straße
05158000003216051;Am Brinkmannsbusch
05158000003216052;Vom-Bruck-Straße
05158000003216053;Eschenstraße
05158000003216054;Buchfeld
05158000003216055;Am Büschgen
05158000003216056;Bützgen's Weg
05158000003216057;Burgfeld
05158000003216058;Burgstraße
05158000003216059;Am Buschberg
05158000003216060;Am Buschkothen
05158000003216061;Bessemerstraße
05158000003216062;Beerenbusch
05158000003216063;Von-Behring-Straße
05158000003216064;Bunsenstraße
05158000003216065;Bleibergstraße
05158000003216066;Am Buschkamp
05158000003216068;Corbygasse
05158000003216069;Boschstraße
05158000003216070;Carl-von-Ossietzky-Straße
05158000003216080;Dachsweg
05158000003216081;Dahlienweg
05158000003216083;Zur Dalbeck
05158000003216084;Dammstraße
05158000003216085;Danziger Platz
05158000003216086;Deller Straße
05158000003216088;Am Diek
05158000003216089;Diekstraße
05158000003216090;Am Diependal
05158000003216091;Dieselstraße
05158000003216092;Drosselweg
05158000003216093;Distelbusch
05158000003216095;Domagkweg
05158000003216097;Dornenbusch
05158000003216110;Friedrich-Ebert-Straße
05158000003216111;Posener Straße
05158000003216112;Herderstraße
05158000003216113;Eichholzstraße
05158000003216114;Am Eickheister
05158000003216115;Eickheisterstraße
05158000003216116;Einsteinstraße
05158000003216117;Eintrachtstraße
05158000003216118;Eisenstraße
